question,answer
i 'm trying to better myself at my local college .,"['i', 'once', 'makes', 'is', 'comes', 'and', 'for', 'rise', 'for', 'fair']"
just a mix of many things . do you work ?,"['its', 'rules', 'makes', 'is', 'is', 'every', '.', '.', '.', '.']"
i 've a job at the smoothie shop in town .,"['i', 'notice', 'are', 'for', 'i', 'and', 'for', 'every', 'for', 'fair']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
good just watching some tv and chilling,"['regular', 's', 'my', 'i', 'is', 'is', 'me', '.', '.', '.']"
i am drawing a comic book and the main character has an iguana,"['i', 'live', 'like', 'in', 'are', 'and', 'for', 'a', 'for', 'or']"
dr . pepper because that is my favourite soda,"['nachos', 'likes', 'makes', 'i', 'i', 'and', 'in', 'in', 'or', '.']"
bummer i got a job watching the door at a club so doing ok financially,"['someday', ',', 'i', 'i', 'comes', 'is', 'in', 'in', 'or', 'or']"
"that would be cool , my favorite show is scooby doo because he chats","[""i'ven"", 'a', 'my', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
"for sure , what s your favorite food ?","['someday', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"its going good , just cooked dinner and am watching tv . how are you ?","['we', 'takes', 'makes', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
i love cooking and also love tacos ! tonight i made spaghetti and garlic bread .,"['i', 'live', 'near', 'in', 'and', 'and', 'for', 'a', 'or', 'or']"
haha ! that is awesome ! what s your cats name ?,"['people', 'a', 'makes', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
i bet she is cute . are you guys watching tv too ?,"['i', 'help', 'more', 'for', 'in', 'volley', '.', '.', '.', '.']"
cool . i am watching game of thrones . do you like that show ?,"['my', 'scare', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
good thanks and yours today ?,"['although', ',', 'is', 'is', 'is', 'is', '.', '.', '.', '.']"
oh wow . has that been since birth ?,"['until', 'cleats', 'i', 'i', 'i', 'i', 'in', 'in', 'in', '.']"
you drove a car ? how ?,"['although', 'is', 'is', 'is', 'is', 'is', 'me', '.', '.', '.']"
sounds unsafe . my job is driving myself .,"['watching', 'is', 'makes', 'i', 'i', 'is', 'is', '.', '.', '.']"
drive a truck cross country .,"['we', 'rules', 'is', 'slackware', '.', '.', '.', '.', '.', '.']"
and what do you do ?,"['and', ',', 'has', 'is', 'volley', 'is', '.', '.', '.', '.']"
you must really feel it too in a way .,"['regular', 'makes', 'makes', 'i', 'is', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
red . my chevy tahoe is the same color !,"['paps', 'likes', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
my grandpa use to drive one . fought in www . he can not drive anymore .,"['my', 'wonder', 'my', 'for', 'comes', 'for', 'a', 'every', '.', '.']"
my father was very religious . hated that i love rock music .,"['my', 'enjoy', 'in', 'is', 'is', 'store', '.', '.', '.', '.']"
i 'm sorry to hear . my baptism made me scared of water . never learned to swim .,"['i', 'd', 'in', 'in', 'comes', 'for', '.', '.', '.', '.']"
that is good that she 's learning how to swim . its important .,"[""i'ven"", 'after', 'my', 'i', 'i', 'is', 'in', 'all', 'in', '.']"
i am one . i am doing the same with my son . he is like a fish on water .,"['i', 'live', 'as', 'for', 'in', 'for', 'for', 'in', 'for', 'all']"
swimming is good for everyone . my veteran grandpa loves his heated pool .,"['regular', 'rules', 'makes', 'is', 'is', 'volley', 'every', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
great . just sitting here listening to some music,"['my', 'scare', 'makes', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
religious music . i usually listen to it when i play my favorite game,"['regular', 'free', 'makes', 'is', 'i', 'is', 'is', 'all', '.', '.']"
basketball . its hard though since i 'm fifty and female !,"['formal', 'married', ',', 'i', 'for', 'is', 'in', 'in', 'in', 'and']"
"i usually do n't talk this much , thank you for the conversation .","['i', 'sing', 'like', 'for', 'for', 'and', 'for', 'a', 'for', 'or']"
i have a very deep love that 's for my family !,"['i', 'have', 'in', 'with', 'with', 'and', 'and', 'a', 'for', 'or']"
"cool . i want to go there someday , i bet its amazing .","['my', 'scare', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
i wish i had some mexican food now . i am starving .,"['i', 'don', 'i', 'i', 'is', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
pretty well . how are you ? my name is dave,"['rita', 'rules', ',', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
i work at mcdonalds ! it is not that bad,"['i', 'work', 'at', 'in', 'and', 'and', 'a', 'a', 'a', '.']"
ha ha i live in my mom and dads garage i eat a lot of cake,"['regular', 'and', 'my', 'i', 'is', 'is', 'is', 'in', 'in', 'all']"
what the you live in dublin ? my favorite place i have never been ? things suck here,"['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
i start college in a year i applied to trinity in dublin,"['i', 'help', 'more', 'for', 'for', 'for', 'for', 'a', 'for', 'for']"
what are you studying ? i want to study space biology to help peeps colonize mars,"['rita', 'rules', ',', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
maybe we will meet on mars,"['my', ',', 'i', 'i', 'and', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"i 'm good ! watching the flintstones , back when life was simple and jokes were n't offensive . hbu ?","['i', 'despise', 'makes', 'are', 'comes', 'and', 'for', 'rise', 'for', 'all']"
"i do not like their jokes , some of them go too far .","['i', 'do', 'for', 'in', 'and', 'and', 'and', 'a', 'or', 'or']"
life was better in the simpler times . flintstones will always be the best tv show .,"['under', 'in', 'makes', 'for', 'volley', 'is', 'every', '.', '.', '.']"
what are you into now ?,"['although', 'is', 'i', 'i', 'is', 'is', '.', '.', '.', '.']"
that 's nice . what do you do for a living ?,"['until', 'scare', 'i', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
"ah accounting , a job that is been around forever . i work at a dry cleaning store .","['mo', ',', 'i', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"ok thanks , but i am sneezing a lot from all the pollen . and you ?","['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
i 've 2 . we love watching tv and going to the movies together .,"['i', 'wait', 'about', 'for', 'for', 'every', '.', '.', '.', '.']"
wow that 's a lot . what type of music do you like ?,"['the', 'after', 'makes', 'i', 'i', 'is', 'is', 'all', '.', '.']"
what does sahm . country mean ?,"['although', 'is', 'disappoints', 'i', 'is', 'is', 'me', '.', '.', '.']"
"ah , gotcha . country is nice but my favorite is metallica , its heavy metal .","['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
i was not until my dad died when i was 16 . difficult time for me .,"['i', 'was', 'in', 'in', 'and', 'and', 'for', 'a', 'or', '.']"
"not really . the unknown is always daunting , but we do our best","['people', 'rules', 'makes', 'i', 'is', 'and', 'for', 'in', 'or', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"i am fine , how are you today ?","['i', 'am', 'fell', 'in', 'are', 'volley', 'for', 'a', 'for', '.']"
"i wish i could close on a house , i do not make enough waiting tables","['i', 'don', 'is', 'i', 'i', 'and', 'is', 'in', 'for', 'all']"
i do n't play any instruments but i do like to sew,"['i', 'do', 'in', 'in', 'and', 'and', 'a', 'a', 'or', 'or']"
what do you do for your job ?,"['rita', 'makes', 'is', 'i', 'i', 'is', 'is', 'all', '.', '.']"
back in the day my mom was a very active nurse,"['until', 'after', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
"yeah but she was really weird , probably why i like to be . alone a lot","['regular', 'is', 'makes', 'is', 'is', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
hi doing good . just got back from a walk on the beach,"['until', 'scare', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
"fun , have you been keeping up on the game of thrones series ?","['regular', 'is', ',', 'i', 'i', 'is', 'is', 'in', 'in', 'or']"
"beer is awesome , i like all the new crafts ones","['winter', 'is', 'my', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
i 've been to over 100 different breweries . what kind of music do you like ?,"['i', 'notice', 'makes', 'for', 'i', 'and', 'for', 'every', '.', '.']"
only the freshest pop on the radio . i listen to anything in top 100,"['under', 'i', 'makes', 'i', 'i', 'is', 'me', '.', '.', '.']"
do you cook at home at all ?,"['under', 'is', 'makes', 'i', 'i', 'is', 'in', 'all', '.', '.']"
"i gave up on fast food , cook everything at hom","['i', 'help', 'like', 'for', 'volley', 'and', 'for', 'a', 'for', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"oh , i am fine , just listening to kpop","['someday', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
i do write if i do not do anything though,"['i', 'do', 'for', 'in', 'and', 'and', 'for', 'a', 'or', '.']"
"oh , i play games , video games","['someday', 'cleats', 'i', 'i', 'is', 'is', 'is', 'all', '.', '.']"
"nope , during play time , i eat a lot of junkie food","['until', 'my', 'my', 'i', 'is', 'is', 'is', 'in', 'in', 'all']"
i can t get myself aware of it during play,"['i', 'can', 'too', ',', 'and', 'for', 'for', 'a', 'a', '.']"
"nope , inam not yet married","['someday', ',', 'makes', 'is', 'is', 'every', '.', '.', '.', '.']"
i know but i am addicted to video games,"['i', 'sing', 'like', 'for', ',', 'and', 'for', 'a', 'hot', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm doing good i 'm watching one of my favorite shows jeopardy,"['i', 'notice', 'are', 'and', 'i', 'and', 'for', 'a', 'a', 'or']"
my other favorite show is forensic files,"['my', 'especially', 'and', 'are', 'is', 'is', 'in', '.', '.', '.']"
animals are wierd like that do you work out at all,"['my', 'scare', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
i 'm a gym rat that just ca n't resist a good game of racquetball,"['i', 'notice', 'over', 'and', 'comes', 'and', 'for', 'a', 'a', 'all']"
i also read books just started finished middlesex it was good,"['i', 'work', 'for', 'in', 'and', 'and', 'for', 'a', 'or', 'or']"
i could n't live with out my dairy products,"['i', 'don', 'i', 'i', 'comes', 'for', 'for', 'a', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"hi , i 'm doing well . just here watching an alabama game with my girlfriend .","['someday', ',', 'i', 'i', 'is', 'is', 'in', '.', '.', '.']"
her favorite color is pink .,"['twilight', 'is', 'is', 'is', '.', '.', '.', '.', '.', '.']"
cool . she has changed hers from when we first me about seven years ago .,"['my', 'scare', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
"yep , going on seven years . what about you ?","['helping', 'makes', 'makes', 'is', 'is', 'volley', 'me', '.', '.', '.']"
nice . well i need to get some rest i 've class tomorrow .,"['someday', 'likes', 'my', 'i', 'i', 'i', 'in', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"not so good , my wife was laid off , she worked in hr . you ?","['its', 'rules', 'makes', 'i', 'i', 'and', 'in', 'in', 'or', 'or']"
its okay . what do you do for a living ?,"['its', 'rules', 'makes', 'i', 'i', 'is', 'is', 'all', 'in', '.']"
"that 's awesome ! i 'm a video game designer , 65 games and counting .","[""i'ven"", 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
left 4 dead . are you into sports ?,"['my', 's', 'is', 'is', 'is', 'monkey', '.', '.', '.', '.']"
good to stay active ! my son is captain of the football team at his highschool !,"['regular', 'a', 'my', 'i', 'volley', 'is', 'in', 'in', 'or', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
sorry to hear . its not ringing here .,"['someday', 'cleats', 'is', 'is', '.', '.', '.', '.', '.', '.']"
"i am an actress , but for now i work inside a grocery .","['i', 'live', 'in', 'in', 'in', 'and', 'for', 'a', 'or', 'or']"
that sounds like an interesting profession . i just want to be famous someday .,"[""i'ven"", 'cleats', 'my', 'i', 'i', 'is', 'in', '.', '.', '.']"
sounds like you are successful general that lives in moms house . i do not even cook .,"['nachos', 'likes', 'makes', 'i', 'is', 'is', 'in', 'in', 'or', 'all']"
your mom loves you . i like to dress up people too . tell them what to wear .,"['my', 'hate', 'has', 'in', 'all', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"hey , it was good ! how was yours ?","['although', 'is', 'my', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
what kind of party ?,"['although', ',', 'i', 'is', '.', '.', '.', '.', '.', '.']"
nice . i like to ride my bike if i have time on the weekend,"[""i'ven"", 'makes', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
you should ride a bike instead of drive ! haha,"['regular', 'makes', 'makes', 'is', 'is', 'is', 'is', 'in', 'in', '.']"
where do you work ? i sell insurance,"['someday', 'i', 'i', 'i', 'i', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm well . ears are kind of ringing . you ?,"['i', 'found', 'in', 'is', 'i', 'and', 'every', '.', '.', '.']"
well earlier i just completely forgot to spell . do you think the universe has a purpose ?,"['its', 'rules', 'i', 'i', 'volley', 'i', 'in', 'every', '.', '.']"
that 's incredible ! i 'm glad that your brain still works good enough . do you work ?,"[""i'ven"", 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
my vision is fairly poor as well . but i can see super great up close .,"['my', 'found', 'is', 'are', 'i', 'and', 'every', '.', '.', '.']"
that is n't even enough cats if you really think about it . i 've only 3 dogs .,"['someday', ',', 'makes', 'i', 'i', 'and', 'in', 'all', 'or', 'or']"
i raise pitbulls . my name is michael . you ?,"['i', 'write', 'about', 'for', 'for', 'every', '.', '.', '.', '.']"
i did n't have a highschool sweetheart . i started dating in college . good for you !,"['i', 'don', 'i', 'for', 'comes', 'z', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm george . nice to meet you .,"['i', 'usually', 'are', 'for', 'i', 'for', 'every', '.', '.', '.']"
sorry about that . i was cooking lunch . egg sandwich,"[""i'ven"", 'my', 'my', 'i', 'is', 'volley', '.', '.', '.', '.']"
"but they have protein , unless you are allergic to poultry","['my', 'scare', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'or']"
i hear yeah . but i 'd rather stay in the kitchen . do you have any pets ?,"['i', 'sleep', 'about', 'for', 'has', 'and', 'for', 'a', 'every', '.']"
org i love disney !,"['my', ',', 'i', 'i', 'is', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
hello ! i 'm good and you ?,"['regular', 'free', 'makes', 'i', 'is', 'is', 'in', 'in', 'in', '.']"
"you must be close to home , every day i drive an hour to work .","['regular', 'rules', 'makes', 'is', 'is', 'is', 'is', 'in', 'for', 'or']"
"you can finally have weekends off , i sleep on my days off .","['regular', 'in', 'makes', 'is', 'is', 'is', 'is', 'in', 'or', 'or']"
"it will be hard to cook in a dorm , i ca n't cook even if i could .","['the', 'a', 'makes', 'are', 'is', 'and', 'is', 'in', 'or', 'or']"
"that is crazy because i only eat ovo vegetarian , but i hate beets .","[""i'ven"", 'after', ',', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
is there anything else you 'd to let me know ? lol,"['someday', 'my', 'makes', 'i', 'is', 'is', 'in', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"i 'm doing great , wow you must be smart","['i', 'help', 'like', 'for', 'i', 'and', 'for', 'a', 'for', 'all']"
"i make comics book , amd drawing","['i', 'make', 'for', 'for', 'watch', 'for', 'a', '.', '.', '.']"
"nope , been busy with work in the store","['until', 'my', 'makes', 'i', 'i', 'is', 'is', 'in', '.', '.']"
"not really into sport , and busy","['people', 'in', ',', 'i', 'i', 'is', 'me', '.', '.', '.']"
"never too , that s nice for good health","['i', 's', 'makes', 'i', 'i', 'is', 'for', 'in', 'hot', '.']"
"grocery stores , amd a lot of customers","['brake', 'and', 'is', 'is', 'is', 'is', 'is', '.', '.', '.']"
"i live in california , i do want to see scooby doo","['i', 'live', 'in', 'is', 'and', 'and', 'for', 'a', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am good . how are you ?,"['i', 'live', 'win', 'in', 'are', 'and', 'and', '.', '.', '.']"
i love the meat in tacos . i 'm definitely not a vegetarian .,"['i', 'love', 'is', 'when', 'i', 'and', 'and', 'football', '.', '.']"
i 've a cat now that i do n't travel the usa anymore,"['i', 'drink', 'more', 'for', 'in', 'and', 'for', 'a', 'a', 'all']"
i do n't know if i do . i worked making boxes at a factory .,"['i', 'do', 'in', 'in', 'are', 'and', 'and', 'all', '.', '.']"
i do too . i work online now since i stopped playing guitar .,"['i', 'do', 'too', 'in', 'and', 'and', 'a', 'a', '.', '.']"
do you like music ? like story so far the band ?,"['its', 'rules', 'my', 'i', 'volley', 'is', 'in', 'in', 'or', 'all']"
that is neat . they are my favorite band so i asked .,"['until', 'my', 'my', 'i', 'i', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i just started a new job ! and moved into a new home ! i love kids too !,"['i', 'have', 'for', 'in', 'comes', 'local', 'for', 'a', 'or', 'or']"
"do you have any kids perchance ? like i said , i love them","['people', 'rules', ',', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
i just graduated . i have a degree in education .,"['i', 'play', 'in', 'in', 'every', '.', '.', '.', '.', '.']"
i love cooking shows . sorry i did not say that . it is so cool ! awesome ! woo !,"['i', 'love', 'iced', 'on', 'in', 'volley', 'living', '.', '.', '.']"
i just took a job at my local school . very excited about it !,"['i', 'just', 'raised', 'in', 'comes', 'and', 'for', 'every', '.', '.']"
what else are you into ? any hobbies ?,"['regular', 'in', 'makes', 'i', 'i', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am great ! just finished pillaging a small village nearby,"['i', 'live', 'released', 'in', 'in', 'and', 'for', 'in', 'for', 'or']"
sometimes i play the bones of my enemies like drumsticks . are you musical ?,"['sometimes', ',', 'has', 'i', 'comes', 'is', 'in', 'in', 'in', '.']"
what are your favorite things to do ?,"['anyways', ',', 'my', 'i', 'i', 'is', 'is', 'all', '.', '.']"
interesting . i do not have a need for one because us viking folk are very dirty,"['it', 'likes', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
i need a journalist to accompany me on my fishing trips on my viking boat .,"['i', 'play', 'in', 'in', 'as', 'and', 'for', 'a', 'or', 'or']"
why yes ! he would be impressed by my big beard . does he mind the cold ?,"['regular', 'in', 'makes', 'is', 'is', 'is', 'is', 'in', 'for', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"hello , i 'm good . my dog is here with me now .","['until', 'cleats', 'i', 'i', 'is', 'is', 'every', '.', '.', '.']"
"i plan to take my dog for a walk today , the weather is beautiful .","['i', 'plan', 'in', 'i', 'comes', 'volley', 'for', 'a', 'for', 'all']"
i enjoy walking running . we have great paths here for it .,"['i', 'enjoy', 'own', 'is', '.', '.', '.', '.', '.', '.']"
what type of restaurant will you be going to tonight ?,"['ocd', 'free', 'makes', 'i', 'is', 'is', 'is', 'in', 'in', 'all']"
what will you be doing there ? having drinks ?,"['regular', 'quake', 'makes', 'i', 'is', 'is', 'is', 'in', 'is', 'all']"
i love italian food . sounds great right now .,"['i', 'love', 'iced', '.', '.', '.', '.', 'is', 'for', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am good . what are you up to ?,"['i', 'enjoy', 'released', 'for', 'are', 'and', 'with', 'a', '.', '.']"
haha that 's hilarious . you remind me of a cartoon character . i enjoy cartoons more than movies,"['helping', 'makes', 'is', 'is', '.', '.', '.', '.', 'here', '.']"
a cartoon where the main character smokes pot . do you live on your own ?,"['the', 'cleats', 'i', 'i', 'i', 'i', 'in', 'all', '.', '.']"
i smoke pot . i have left my parents house when i was 14,"['i', 'started', 'in', 'in', 'comes', 'is', 'in', 'every', '.', '.']"
my mom met elvis once . i 'm pretty sure she let him hit that,"['my', 'own', 'in', 'with', 'for', 'every', '.', '.', '.', '.']"
i enjoy listening to other people read a book . reminds me of my mom,"['i', 'enjoy', 'own', 'in', 'in', 'and', 'and', 'a', '.', '.']"
when s the last time you got laid ?,"['when', ',', ',', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
hey there ! pretty good so far . you ?,"['grandma', 'makes', 'makes', 'is', 'is', 'is', 'every', '.', '.', '.']"
that 's great ! what are you trying out for ?,"[""i'ven"", 'scare', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
how did the tryouts go ? how did the boys feel about them ?,"['regular', 'in', 'makes', 'i', 'is', 'is', 'in', 'in', 'in', 'or']"
why is that ? why do you feel lost ?,"['whittling', 'makes', 'makes', 'is', 'is', 'is', 'in', 'in', 'for', 'all']"
i can relate to the loneliness feeling,"['i', 'can', 'too', 'for', 'comes', 'for', 'a', '.', '.', '.']"
i do not work currently . i take care of my parents .,"['i', 'do', 'not', 'in', 'in', 'and', 'a', 'football', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
hi i am not doing to good just found out i am dying,"['someday', ',', 'i', 'i', 'i', 'and', 'in', 'in', 'or', 'or']"
i 've cancer only have 6 months but i am not giving up,"['i', 'drink', 'when', 'for', 'in', 'and', 'every', 'a', 'a', 'all']"
yes it has . do you like music,"['winter', 'makes', 'i', 'i', 'i', 'volley', 'me', '.', '.', '.']"
wow that 's a great selfless profession .,"['the', 'young', 'i', 'i', 'volley', 'volley', 'me', '.', '.', '.']"
why ca nt you drive your truck do you have to take the squad car home with you,"['regular', 'a', 'my', 'i', 'is', 'is', 'in', 'in', 'or', 'or']"
that is a good perk . i love justin bieber he is my favorite,"[""i'ven"", ',', 'makes', 'i', 'i', 'is', 'all', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"hi ! i am doing good , just eating a burrito right now . you ?","['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
what kind of work are you doing ?,"['regular', ',', 'i', 'i', 'i', 'is', 'is', 'canada', '.', '.']"
that is pretty cool . where are you at in school ? student ? teacher ?,"[""i'ven"", 'after', 'makes', 'is', 'me', '.', '.', '.', '.', 'in']"
i like kids too ! i teach kids to dance actually !,"['i', 'like', 's', 'makes', 'are', 'and', 'and', 'in', 'and', 'or']"
it really is though . what age level do you teach ?,"['it', 's', 'is', 'is', 'is', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am 18 . how old are you ?,"['i', 'am', 'compromised', 'on', 'every', '.', '.', '.', '.', '.']"
that sucks . do you work ? i work at mcdonalds,"[""i'ven"", 'my', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
that 's really sexy,"['someday', 'scare', 'makes', 'is', '.', '.', '.', '.', '.', '.']"
do you sell it ? i am saving money to buy a car .,"['its', 'rules', ',', 'i', 'i', 'volley', 'in', 'in', 'or', 'all']"
i am too young for coffee . my parents drink it though .,"['i', 'live', 'in', 'in', 'in', 'for', 'every', 'every', '.', '.']"
my parents do not cherish me .,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"good . i love watching anime , and roleplaying while visiting comic con . you will always see me reading","['during', 'cleats', 'my', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
cool you should read my manga i draw a lot of comics,"['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'or']"
try role playing with me i have a dungeons and dragons game coming up soon,"['the', 'young', 'i', ',', 'volley', 'i', 'in', 'in', 'or', 'all']"
me too ! i think critical role is on twitch today you should watch it,"['until', 'rules', ',', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
critical role is a live d and d game with lots of great voice actors,"['ocd', 'rules', 'makes', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
i use long sticks to poke to eyes out of fish to make fehs,"['i', 'take', 'during', 'for', 'in', 'for', 'for', 'a', 'a', 'or']"
its ok i only need sunlight and water to survive its like i am a mutant .,"['its', 'rules', ',', 'i', 'volley', 'and', 'in', 'in', 'or', 'all']"
